0 34
0 37
0 38
0 65
0 71
0 78
0 97
0 98
1 8
1 13
1 22
1 30
1 31
1 36
1 52
1 55
1 94
2 6
2 34
2 42
2 50
2 56
2 57
2 67
2 68
2 84
2 87
3 20
3 21
3 28
3 32
3 41
3 44
3 51
3 66
3 68
3 73
3 90
4 24
4 33
4 36
4 55
4 57
4 62
4 73
4 74
4 79
4 82
4 97
5 10
5 41
5 63
5 65
5 66
5 67
5 71
6 23
6 26
6 42
6 43
6 52
6 77
6 90
6 94
7 10
7 19
7 21
7 60
7 64
7 80
7 84
7 96
8 10
8 30
8 32
8 38
8 40
8 42
8 58
9 11
9 12
9 15
9 32
9 37
9 45
9 50
9 68
9 69
10 22
10 32
10 39
10 42
10 58
10 79
10 93
11 18
11 27
11 49
11 60
11 77
11 78
11 84
11 88
11 97
12 17
12 35
12 55
12 72
12 73
12 79
12 84
13 40
13 47
13 48
13 52
13 57
13 60
13 65
13 80
13 83
13 87
14 20
14 57
14 82
14 85
14 91
15 39
15 42
15 59
15 63
15 73
15 93
16 28
16 41
16 43
16 59
16 63
16 82
16 94
17 22
17 23
17 29
17 34
17 38
17 41
17 47
17 61
18 23
18 27
18 43
18 51
18 54
18 63
18 66
18 68
18 82
18 95
19 25
19 28
19 32
19 68
19 75
19 83
19 84
19 85
19 86
19 88
19 90
20 33
20 43
20 49
20 52
20 74
20 84
21 22
21 26
21 37
21 54
21 68
21 93
22 29
22 31
22 33
22 50
22 51
22 55
22 59
22 74
22 76
22 78
23 24
23 27
23 35
23 51
23 64
23 70
23 72
23 77
23 78
23 82
24 46
24 49
24 70
24 72
24 73
25 31
25 32
25 33
25 51
25 65
25 79
25 92
25 95
26 28
26 30
26 33
26 48
26 50
26 54
26 62
26 79
26 85
27 44
27 49
27 50
27 77
28 37
28 48
28 50
28 53
28 75
28 84
28 93
29 38
29 45
29 52
29 71
29 87
29 88
29 92
30 32
30 53
30 55
30 73
30 90
31 35
31 49
31 55
31 67
31 68
31 75
31 78
31 90
31 97
32 46
32 73
32 78
32 79
33 37
33 42
33 64
33 77
33 79
33 82
33 83
33 91
33 98
34 45
34 51
34 56
34 66
34 69
34 70
34 86
34 89
34 95
35 71
35 79
35 90
36 88
36 92
37 48
37 59
37 65
37 91
37 94
38 45
38 55
38 57
38 67
38 72
38 91
38 95
38 96
39 44
39 61
39 66
39 72
39 74
39 79
39 90
39 92
40 47
40 52
40 71
40 80
40 83
40 87
41 51
41 65
41 71
41 75
41 78
41 82
41 83
42 57
42 68
42 69
42 73
42 80
42 84
42 86
42 91
43 58
43 98
44 59
44 61
44 62
44 64
44 65
44 67
44 80
44 93
44 97
45 46
45 48
45 54
45 62
45 81
46 56
46 57
46 88
46 94
47 57
47 58
47 66
47 88
47 89
47 90
47 92
47 93
48 55
48 58
48 65
48 70
48 77
48 79
48 93
49 62
49 65
49 74
49 80
49 95
50 53
50 60
50 69
50 78
50 81
50 88
51 73
51 81
52 66
52 67
52 78
52 91
52 97
53 78
53 84
54 58
54 60
54 70
54 74
54 93
54 97
55 67
55 83
55 92
56 64
56 66
56 79
56 83
56 97
57 71
57 80
58 61
58 85
58 88
59 68
59 78
59 79
59 80
60 79
60 90
60 94
61 62
61 66
61 73
61 75
61 77
61 78
61 83
61 91
62 75
62 90
63 64
63 67
63 78
64 66
64 67
64 71
64 81
65 70
65 71
65 77
66 67
66 79
67 82
67 89
67 95
68 72
68 78
68 83
68 85
69 98
70 71
70 83
71 80
71 86
71 96
72 73
72 84
72 86
72 97
73 74
73 75
74 82
74 83
74 84
74 90
74 91
74 93
75 91
75 97
76 85
76 89
76 92
76 95
77 83
78 80
78 88
78 91
78 93
78 96
79 93
79 94
80 88
80 92
80 96
81 89
82 88
83 95
86 97
87 92
87 96
87 97
89 90
91 92
91 97
92 94
92 95
92 98
94 96
95 97
96 97
